track,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Combat Metal,Fireforce,0.000596,0.506,259347,0.957,0.00368,7,0.36,-3.795,1,0.0601,180.068,0.445
Candy Paint,Post Malone,0.64,0.664,227533,0.667,0.00000122,4,0.0753,-5.941,1,0.154,180.064,0.381
Elisa's Theme,Alexandre Desplat,0.988,0.447,156467,0.168,0.804,10,0.0979,-17.865,1,0.0372,180.063,0.272
Street Fighter - Audiofreq Remix,Angerfist,0.0157,0.498,180000,0.988,0.00000118,7,0.237,-0.876,1,0.359,180.061,0.457
Tus Jefes No Me Quieren,Grupo Ensamble,0.174,0.637,224256,0.547,0.0000168,3,0.107,-8.43,0,0.097,180.054,0.963
Bandit,Juice WRLD & YoungBoy Never Broke Again,0.0687,0.474,189323,0.631,0,5,0.132,-5.884,0,0.343,180.051,0.425
Christmas Trap - Remix,Trap City,0.0058,0.662,141232,0.846,0.852,7,0.134,-8.047,1,0.0404,180.049,0.641
Dusk Till Dawn,Zayn Featuring Sia,0.101,0.258,239000,0.437,0.00000127,11,0.106,-6.593,0,0.039,180.043,0.0967
10.000 Falls,Logical Terror,0.00136,0.429,241583,0.924,0.00000978,11,0.345,-6.456,0,0.135,180.033,0.209
Black Light,Novembers Doom,0.0000509,0.311,369948,0.865,0.259,6,0.117,-13.012,1,0.056,180.025,0.375
Rudolph the Red Nosed Reindeer (Heavy Metal Version),Orion's Reign,0.00821,0.357,133333,0.825,0,7,0.0705,-3.171,1,0.0568,180.01,0.526
Somebody Else Will,Justin Moore,0.0353,0.488,165173,0.744,0,2,0.0952,-4.284,0,0.131,180.007,0.59
Ich finde nur Metal geil,Onkel Tom,0.0000267,0.447,318800,0.98,0.000114,0,0.154,-2.283,1,0.143,180.004,0.318
"Vaadi Pulla Vaadi - From ""Meesaya Murukku""",Hiphop Tamizha,0.375,0.472,246726,0.937,0.000101,9,0.325,-5.464,1,0.0639,179.999,0.324
BEST ON EARTH,Russ & BIA,0.217,0.568,160720,0.764,0,5,0.0931,-3.465,0,0.255,179.985,0.625
Fire It Up,Damma Beatz,0.00564,0.679,161333,0.606,0.632,10,0.118,-7.675,0,0.0697,179.985,0.209
Roar,Katy Perry,0.00487,0.554,223546,0.772,0.0000066,7,0.354,-4.821,0,0.0418,179.984,0.455
Sola,Raymix,0.383,0.674,179027,0.684,0,1,0.355,-5.042,0,0.0681,179.981,0.772
Momma I Hit A Lick,2 Chainz Featuring Kendrick Lamar,0.202,0.796,173760,0.467,0.0000332,11,0.206,-6.293,1,0.34,179.974,0.4
Pop Music,R. Stevie Moore,0.056,0.516,227600,0.386,0.0000193,7,0.218,-9.196,1,0.0332,179.974,0.378
Coretta's Beat,Marc Mac,0.0037,0.662,141173,0.594,0.965,6,0.308,-6.386,0,0.11,179.972,0.96
Wake Up,Fetty Wap,0.172,0.647,224000,0.673,0,5,0.223,-5.992,1,0.176,179.971,0.527
X,Nicky Jam x J Balvin,0.0338,0.594,172854,0.749,0.00106,9,0.3,-5.298,0,0.056,179.968,0.694
KARATE,BABYMETAL,0.00071,0.377,263173,0.982,0.172,7,0.36,-2.865,1,0.278,179.963,0.227
Killing Music,Benediction,0.00000297,0.343,219320,0.941,0.127,2,0.198,-6.689,1,0.09,179.958,0.208
Stitch By Stitch,Javier Colon,0.211,0.507,196320,0.654,0.00000425,10,0.163,-6.327,1,0.0467,179.955,0.197
Trend,Sidhu Moose Wala,0.0755,0.626,221818,0.725,0,7,0.245,-5.482,1,0.207,179.953,0.556
Elevate,Miss K8,0.0225,0.524,216000,0.99,0.000102,7,0.103,-1.999,1,0.396,179.95,0.178
Monster,Imagine Dragons,0.167,0.472,249493,0.774,0.000278,3,0.132,-5.383,1,0.0824,179.942,0.443
Elevator Girl - English Version,BABYMETAL,0.000152,0.41,165026,0.996,0.0144,11,0.357,-2.059,0,0.231,179.932,0.248
Love And War,Tamar Braxton,0.469,0.27,241920,0.58,0,8,0.343,-5.717,0,0.039,179.919,0.242
Power Is Power,"SZA, The Weeknd & Travis Scott",0.00413,0.507,211267,0.644,0,4,0.217,-7.485,1,0.0641,179.913,0.172
El Amante,Nicky Jam,0.243,0.683,219507,0.691,0,8,0.14,-5.535,1,0.0432,179.91,0.732
Heathens,Boston Manor,0.185,0.35,226467,0.924,0.0000212,3,0.0986,-5.776,0,0.0955,179.907,0.185
Impact,Angerfist,0.149,0.417,235300,0.948,0.00000164,10,0.388,-2.908,0,0.151,179.901,0.225
Spoiler - Original Mix,Hyper,0.000969,0.424,272000,0.797,0.841,5,0.234,-2.321,1,0.0577,179.893,0.223
Elly,Dj Spinna,0.00698,0.728,146685,0.43,0.743,6,0.0354,-5.619,1,0.159,179.888,0.774
O Holy Night,Joshua Hyslop,0.955,0.18,308857,0.198,0.000103,7,0.0983,-12.43,1,0.0383,179.886,0.104
Bella y Sensual,Romeo Santos Featuring Nicky Jam & Daddy Yankee,0.228,0.635,204701,0.713,0,11,0.0506,-6.909,1,0.0937,179.864,0.749
Grey Goose,Carousel Kings,0.000504,0.335,207880,0.982,0,8,0.361,-2.397,1,0.185,179.864,0.225
America Has Never Been so Great,David Rovics,0.882,0.634,167532,0.321,0.166,0,0.11,-11.792,1,0.0617,179.84,0.83
Marilyn,Mount Kimbie,0.351,0.271,246704,0.486,0.156,0,0.0894,-11.956,0,0.0407,179.826,0.31
Bible Thumper,ill.gates,0.00323,0.483,261082,0.694,0.412,5,0.545,-7.001,0,0.0841,179.808,0.299
Stars Before The Sun,Capstan,0.000236,0.202,207107,0.946,0.000151,5,0.0808,-2.677,1,0.188,179.739,0.344
Full Metal Jacket,Yellowman,0.00277,0.807,224440,0.492,0,9,0.102,-15.226,1,0.179,179.556,0.491
Full Metal Jacket,Yellowman,0.00277,0.806,226413,0.479,0,9,0.0886,-15.315,1,0.185,179.536,0.427
Limbo - Original Mix,Calling from afar,0.00000516,0.162,323000,0.888,0.0901,0,0.181,-7.196,1,0.0683,179.52,0.0753
Penance,Thorium,0.000284,0.187,172840,0.988,0.000734,7,0.315,-3.858,1,0.113,179.452,0.0576
Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",0.405,0.573,312027,0.495,0,8,0.0969,-7.245,0,0.592,179.196,0.255
The Heart Asks Pleasure First,Michael Nyman,0.993,0.162,143013,0.127,0.87,9,0.109,-26.165,0,0.0426,179.159,0.523
Newton's Beat,Marc Mac,0.235,0.635,82013,0.79,0.868,10,0.0946,-8.489,0,0.048,179.084,0.598
Adorn,Miguel,0.0543,0.625,193147,0.576,0.0000407,11,0.187,-5.693,0,0.175,179.063,0.235
Amen,Edens Edge,0.345,0.509,228560,0.688,0,5,0.151,-3.892,1,0.0313,179.047,0.434
Black Mass,Destruction,0.00000814,0.397,239813,0.992,0.645,7,0.312,-3.149,1,0.202,178.995,0.373
Portrait of Jenny,Wynton Kelly,0.907,0.42,278907,0.136,0.568,0,0.119,-16.439,0,0.0434,178.975,0.228
Iniuria Palace,Baths,0.728,0.199,261381,0.755,0.0000982,11,0.131,-5.715,0,0.0866,178.627,0.362
I Wanna Die,Harley Poe,0.296,0.345,215079,0.714,0,0,0.127,-5.48,1,0.0566,178.522,0.524
(It's) Hell Livin' Without You,Quartz,0.097,0.277,170000,0.902,0.214,7,0.62,-6.138,1,0.0769,178.236,0.667
"Naturally Born (feat. Big Noyd, Large Professor & Kool G Rap) - Instrumental",Ayatollah,0.000197,0.488,259336,0.865,0.0286,7,0.361,-7.54,1,0.1,178.2,0.551
Maze of Martyr (Official Dominator 2017 anthem) - Radio Edit,Dj Mad Dog,0.00902,0.32,232541,0.99,0.00032,1,0.107,-2.454,1,0.344,178.107,0.0424
Cut Your Bangs,Girlpool,0.854,0.369,172989,0.303,0,2,0.109,-7.151,1,0.0314,178.03,0.111
Hardcore Kru,E.C. Illa,0.00286,0.59,343745,0.801,0,9,0.357,-9.414,1,0.373,178.021,0.72
Somewhere Else,Toby Keith,0.463,0.578,185987,0.648,0.00000925,2,0.0633,-5.106,1,0.0522,178.011,0.813
Rock Me Amadeus,Edguy,0.039,0.451,199999,0.977,0.000978,11,0.263,-4.182,0,0.0749,178,0.598
0.197222222,JAY-Z,0.139,0.261,284493,0.852,0.0000426,9,0.477,-4.965,1,0.158,177.997,0.431
Diamond Teeth Samurai,YoungBoy Never Broke Again,0.00451,0.799,162488,0.659,0,10,0.13,-5.593,0,0.272,177.957,0.256
Country Nation,Brad Paisley,0.0389,0.387,225413,0.861,0.00047,4,0.1,-5.529,1,0.0413,177.94,0.482
Frontbeast,Destruction,0.0000367,0.44,121000,0.989,0.543,0,0.249,-3.181,0,0.191,177.936,0.455
Frontbeast,Destruction,0.0000367,0.44,121000,0.989,0.543,0,0.249,-3.181,0,0.191,177.936,0.455
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,0.198,0.655,229360,0.797,0,2,0.067,-4.787,1,0.153,177.928,0.839
Bad Liar,Imagine Dragons,0.0722,0.383,260773,0.637,0,3,0.368,-6.993,1,0.0703,177.913,0.0827
Across The Room - Tycho Remix,ODESZA,0.00371,0.383,231910,0.765,0.0000608,6,0.101,-7.295,1,0.0539,177.89,0.16
Come Back Song,Darius Rucker,0.138,0.516,235147,0.745,0,9,0.114,-5.674,1,0.0381,177.781,0.77
Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,"The Barden Bellas, The Treblemakers & The BU Harmonics",0.549,0.48,224267,0.506,0,11,0.0916,-5.554,1,0.381,177.44,0.708
I Wanna Be A Hippy,Technohead,0.13,0.703,196232,0.947,0.63,8,0.112,-4.032,1,0.0538,177.386,0.418
You Gonna Fly,Keith Urban,0.0598,0.457,216867,0.846,0,4,0.34,-8.547,1,0.0477,177.353,0.851
Puppet Master (feat. B Real & Dr. Dre),DJ Muggs,0.0395,0.599,300133,0.491,0.00068,10,0.655,-11.666,0,0.429,177.122,0.429
Leather And Metal,Cruel Force,0.0000033,0.282,166427,0.997,0.664,6,0.052,-4.833,1,0.0774,177.114,0.615
Starscapes (Part One) (Ambient),The American Dollar,0.996,0.114,138612,0.136,0.952,2,0.115,-19.661,0,0.0453,177.057,0.0845
Dream a Little Dream of Me,Diana Krall,0.95,0.395,275413,0.114,0,10,0.112,-16.071,1,0.0348,176.998,0.278
My Kinda Party,Jason Aldean,0.0167,0.41,284960,0.9,0.0000109,0,0.339,-4.249,0,0.0656,176.962,0.558
Rise the Wrath of Satan,Invincible Force,0.0575,0.186,179480,0.98,0.921,6,0.352,-6.763,1,0.407,176.723,0.038
Binaural Beta Sinus Drone II,The Entrainment,0.996,0.0733,212000,0.012,0.99,2,0.0864,-28.885,1,0.0567,176.654,0.0307
100,The Game Featuring Drake,0.737,0.559,275227,0.716,0,11,0.252,-3.964,0,0.39,176.618,0.504
0 To 100 / The Catch Up,Drake,0.737,0.559,275227,0.716,0,11,0.252,-3.964,0,0.39,176.618,0.504
Survival,Eminem,0.0038,0.459,272417,0.899,0,2,0.126,-2.978,1,0.21,176.384,0.437
High Spirits,Pijn,0.000194,0.187,552945,0.585,0.563,3,0.0881,-9.205,1,0.0514,176.278,0.198
Natures Death,Living Death,0.000422,0.257,284333,0.825,0.812,6,0.124,-13.36,1,0.063,176.255,0.223
Naima - Take 1,John Coltrane,0.895,0.36,276373,0.394,0.483,10,0.324,-9.062,0,0.0356,176.241,0.194
Callaita,Bad Bunny & Tainy,0.6,0.61,250534,0.624,0.00000212,2,0.243,-4.773,1,0.309,176.169,0.244
"If I'm Lyin, I'm Flyin",Kodak Black,0.0996,0.715,130929,0.617,0.00000341,11,0.186,-5.558,0,0.24,176.117,0.283
Warriors,Def Cut,0.000113,0.454,203592,0.63,0.756,1,0.067,-6.203,0,0.04,176.114,0.619
My Life,Hella,0.134,0.671,236084,0.96,0,5,0.355,-5.298,1,0.32,176.1,0.754
La Cancion,J Balvin & Bad Bunny,0.152,0.754,242573,0.646,0.0000185,7,0.108,-5.795,1,0.317,176.089,0.429
Yeh Baby,Garry Sandhu,0.0113,0.8,185455,0.747,0,10,0.0401,-2.048,0,0.0877,176.072,0.85
Awake,Tycho,0.0585,0.552,283636,0.878,0.892,1,0.0746,-5.767,1,0.0353,176.057,0.598
Crawl,Chris Brown,0.0416,0.41,236253,0.743,0,5,0.113,-6.356,0,0.0591,176.048,0.417
Centuries,Fall Out Boy,0.00359,0.394,228360,0.858,0,4,0.102,-2.868,0,0.0729,176.044,0.56
Come Over,Kenny Chesney,0.1,0.466,248427,0.704,0.0000271,1,0.0744,-7.169,1,0.0353,176.043,0.481
I Can't Stand It,Only Sun,0.0348,0.5,198287,0.907,0,11,0.218,-5.219,1,0.0609,176.037,0.799
Drunk Me,Mitchell Tenpenny,0.199,0.499,211768,0.797,0,2,0.0933,-3.77,1,0.0554,176.024,0.408
Inside Out,Spoon,0.459,0.621,301960,0.62,0.162,0,0.0771,-4.721,1,0.0293,176.016,0.515
Don't Ya,Brett Eldredge,0.0566,0.537,181210,0.693,0,9,0.146,-5.256,1,0.0847,176.004,0.581
Te Robare,Nicky Jam X Ozuna,0.241,0.673,201818,0.752,0.0000451,2,0.0813,-3.572,0,0.0561,175.997,0.797
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",0.0711,0.725,287773,0.79,0.00000114,0,0.0602,-2.331,1,0.197,175.988,0.763
Japan,Famous Dex,0.121,0.733,142000,0.678,0,6,0.344,-7.771,1,0.438,175.985,0.841
Never Going Back Again,Glee Cast,0.582,0.528,134200,0.446,0.0157,1,0.11,-8.665,1,0.0337,175.979,0.742
Earth Beats,Michalis Koumbios,0.0819,0.558,230040,0.651,0.0253,1,0.0873,-9.737,1,0.12,175.962,0.427
Earth Beats,Michalis Koumbios,0.0819,0.558,230040,0.651,0.0253,1,0.0873,-9.737,1,0.12,175.962,0.427
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,0.0117,0.838,245387,0.771,0,1,0.0853,-3.791,1,0.244,175.957,0.405
Somethin' 'Bout A Truck,Kip Moore,0.0662,0.557,213827,0.812,0,11,0.618,-5.434,1,0.0338,175.953,0.788
Screamers in the Storm,Emerald Sun,0.000436,0.337,315809,0.943,0.000584,10,0.0395,-1.634,0,0.0609,175.953,0.297
Fight Song,Rachel Platten,0.0549,0.564,204013,0.714,0,7,0.155,-4.987,1,0.129,175.924,0.33
Don't Judge Me,Chris Brown,0.532,0.328,240173,0.498,0.0000794,4,0.117,-10.898,0,0.126,175.918,0.36
Safari Song,Greta Van Fleet,0.16,0.364,234600,0.928,0.0000158,2,0.315,-4.015,1,0.0485,175.878,0.677
Teenage Lust,The Jesus and Mary Chain,0.00025,0.258,186932,0.829,0.491,8,0.0864,-4.713,1,0.0406,175.878,0.397
Sleeper,Duncan Fellows,0.0755,0.364,302622,0.464,0.00981,1,0.164,-7.158,1,0.0299,175.833,0.224
Wanted You More,Lady Antebellum,0.319,0.461,242080,0.71,0.00000497,5,0.104,-6.36,1,0.0422,175.825,0.281
Easier,5 Seconds Of Summer,0.489,0.505,157493,0.428,0,5,0.0977,-5.604,1,0.221,175.813,0.618
Bonfire,Craig Morgan,0.119,0.426,179707,0.917,0,0,0.153,-2.968,1,0.103,175.716,0.506
Slowpokes,Illingsworth,0.361,0.621,116611,0.566,0.0128,1,0.224,-5.618,0,0.431,175.511,0.82
Wet Dreamz,J. Cole,0.0752,0.504,239320,0.705,0,6,0.128,-8.205,0,0.364,175.483,0.584
First Bridge,Voyager,0.93,0.0777,128672,0.083,0.707,0,0.0843,-27.513,1,0.0436,175.335,0.0394
Sleepless,Flume,0.0335,0.53,209377,0.688,0.0000491,9,0.0886,-7.482,0,0.169,175.13,0.389
Havoc,Borknagar,0.000408,0.258,401031,0.96,0.347,11,0.0673,-5.514,1,0.087,175.106,0.141
My Foolish Heart,Bill Evans,0.99,0.384,288627,0.0452,0.93,6,0.677,-24.145,0,0.0605,175.088,0.0642
Primal Instinct,Angerfist,0.00286,0.463,216686,0.987,0.701,10,0.26,-2.624,0,0.295,175.059,0.0729
I Seen You Crawling,Ramallah,0.000428,0.325,224863,0.966,0.000061,11,0.191,-3.306,1,0.087,175.049,0.166
Camelot,NLE Choppa,0.0849,0.787,148759,0.713,0,7,0.717,-5.252,1,0.401,175.041,0.762
Price Tag,Jessie J Featuring B.o.B,0.0281,0.638,223053,0.831,0.00000306,5,0.277,-3.944,1,0.182,175.038,0.685
Planet Metal,Emerald Sun,0.000264,0.369,276558,0.951,0.0853,10,0.249,-1.774,0,0.0569,175.027,0.349
Final Call,Shadows Fall,0.0000233,0.445,408013,0.985,0.0489,7,0.286,-4.946,1,0.103,175.017,0.398
Murder Music (feat. Kabaka Pyramid & Ms. Dynamite) - SHY FX Remix,Chase & Status,0.0018,0.524,196893,0.975,0.0198,9,0.0596,-4.106,0,0.155,174.998,0.323
U With Me?,Drake,0.337,0.429,297373,0.43,0.0000118,2,0.138,-11.373,1,0.165,174.984,0.125
Kyoto,Skrillex Featuring Sirah,0.0012,0.605,200787,0.92,0.000596,4,0.483,-2.298,0,0.0713,174.974,0.219
Racing with Destiny,Emerald Sun,0.0000775,0.32,310855,0.946,0.00000235,0,0.311,-0.843,1,0.074,174.954,0.242
The Lazy Song,Bruno Mars,0.332,0.738,190213,0.804,0,11,0.279,-3.851,1,0.0621,174.943,0.949
I Don't Believe,Ramallah,0.000227,0.433,192640,0.962,0,11,0.37,-4.252,1,0.0962,174.939,0.72
Sleepy Tea,Chon,0.00995,0.311,185342,0.833,0.833,2,0.0794,-7.969,1,0.104,174.917,0.333
Heading Northe,Stormwarrior,0.00000423,0.292,259440,0.879,0.00000815,11,0.086,-4.139,1,0.0575,174.859,0.226
Thrash On The Streets,Dangerous,0.00000914,0.164,384160,0.974,0.0178,9,0.191,-4.776,1,0.282,174.832,0.257
Forgotten,Somewhere Off Jazz Street,0.165,0.314,243728,0.388,0.146,1,0.0935,-12.941,1,0.0389,174.823,0.202
Get It Lit,Angerfist,0.194,0.489,220052,0.902,0,1,0.351,-2.636,1,0.206,174.806,0.499
Conqueror,Aura Noir,0.0000375,0.127,243173,0.989,0.0572,9,0.0634,-4.365,0,0.125,174.787,0.205
Holiday With HH,No Bros,0.00183,0.166,252787,0.985,0.0142,7,0.958,-2.886,1,0.17,174.725,0.139
Mall Punk,TV Freaks,0.0183,0.0802,88760,0.997,0.0765,9,0.338,-1.343,1,0.061,174.617,0.0654
Intruder,Living Death,0.0016,0.286,294973,0.931,0.902,11,0.198,-10.861,1,0.0767,174.577,0.082
Metal Bucetation - Ao Vivo,Massacration,0.000197,0.204,254489,0.797,0.00942,2,0.576,-10.692,1,0.0761,174.531,0.372
Behind The Scenes,Bugseed,0.13,0.379,132375,0.475,0.852,5,0.277,-6.426,1,0.111,174.373,0.169
Dirt Road Dollars (feat. Nate Kenyon & The Lacs),Dirt Rock Empire,0.0131,0.594,278499,0.686,0,10,0.206,-4.436,0,0.0606,174.345,0.444
Versace On The Floor,Bruno Mars,0.196,0.578,261240,0.574,0,2,0.083,-6.209,1,0.0454,174.152,0.301
Bluebird,Makoto,0.00104,0.419,298276,0.983,0.889,5,0.502,-4.386,1,0.106,174.096,0.116
Me And My Broken Heart,Rixton,0.00489,0.545,193733,0.783,0,5,0.132,-4.261,0,0.0345,174.084,0.551
Drowning Without You,Fred V & Grafix,0.00712,0.434,248089,0.82,0.0247,2,0.102,-6.355,1,0.0368,174.083,0.123
Not my tempo,Dj Mad Dog,0.0259,0.456,256788,0.947,0.0535,2,0.0908,-3.15,1,0.192,174.076,0.0643
Deja Vu,J. Cole,0.352,0.657,264747,0.421,0.000218,9,0.187,-11.378,1,0.412,174.063,0.181
Runaway,Silverstein,0.00149,0.457,524067,0.866,0.0103,4,0.0633,-4.553,1,0.0406,174.059,0.262
Do You Want To Build A Snowman?,"Kristen Bell, Agatha Lee Monn & Katie Lopez",0.85,0.306,206507,0.121,0.000176,0,0.257,-15.551,0,0.0554,174.055,0.166
Chandelier,PVRIS,0.0155,0.379,217310,0.755,0.00000231,1,0.122,-6.262,1,0.0434,174.054,0.552
You Might Say,Sidsel Endresen,0.0757,0.575,334760,0.474,0.103,9,0.0847,-14.579,0,0.0407,174.05,0.486
Major Happy,Fred V & Grafix,0.00205,0.427,286217,0.85,0.0193,2,0.104,-3.03,1,0.0389,174.05,0.0948
Threee's,Tensei,0.0192,0.339,211027,0.625,0.875,1,0.138,-10.784,1,0.0568,174.045,0.226
Deep Scars,3D Stas,0.000119,0.517,252919,0.982,0.0561,8,0.19,-3.412,1,0.133,174.042,0.563
Live In Love,Times Of Grace,0.00000888,0.351,229787,0.981,0.00191,4,0.17,-3.443,0,0.0888,174.014,0.448
Live In Love,Times Of Grace,0.00000888,0.351,229787,0.981,0.00191,4,0.17,-3.443,0,0.0888,174.014,0.448
In The End,Anime,0.00399,0.433,201724,0.96,0.0352,4,0.075,-1.991,0,0.113,174.012,0.078
Backroad Song,Granger Smith,0.0352,0.488,236787,0.833,0.0172,11,0.34,-6.571,1,0.0437,174.006,0.751
False Alarm,The Weeknd,0.0324,0.518,220307,0.676,0.0000362,8,0.189,-6.373,0,0.0744,173.998,0.197
Yikes,Kanye West,0.15,0.683,188773,0.776,0,1,0.227,-3.251,0,0.341,173.996,0.223
Love Someone,Brett Eldredge,0.218,0.423,211720,0.813,0.00000162,9,0.0732,-5.011,1,0.0507,173.995,0.421
New Americana,Halsey,0.0113,0.339,183808,0.707,0,0,0.337,-5.121,0,0.0428,173.993,0.359
Footloose,Blake Shelton,0.00121,0.52,218493,0.924,0.00000231,7,0.128,-4.748,1,0.0686,173.98,0.844
Heart Attack,Demi Lovato,0.0738,0.504,210840,0.785,0,8,0.239,-4.802,1,0.104,173.968,0.502
Pop Rock,Brooke Candy,0.000886,0.609,176493,0.858,0.134,11,0.107,-3.856,0,0.0464,173.96,0.859
Powerglide,Rae Sremmurd & Juicy J,0.0168,0.713,332301,0.831,0,1,0.118,-4.75,0,0.15,173.948,0.584
The Wicked Sun,Vices I Admire,0.00466,0.503,231360,0.709,0.000206,4,0.0658,-5.53,1,0.0608,173.945,0.575
The Wicked Sun,Vices I Admire,0.00466,0.503,231360,0.709,0.000206,4,0.0658,-5.53,1,0.0608,173.945,0.575
The Wicked Sun,Vices I Admire,0.00466,0.503,231360,0.709,0.000206,4,0.0658,-5.53,1,0.0608,173.945,0.575
Proud,2 Chainz Featuring YG & Offset,0.758,0.791,234667,0.813,0,10,0.143,-4.244,0,0.376,173.937,0.907
Famous,Kanye West,0.0711,0.465,196040,0.735,0,6,0.0975,-3.715,1,0.117,173.935,0.409
Rude Boy,Rihanna,0.113,0.563,222920,0.75,0,11,0.0788,-4.496,1,0.127,173.906,0.812
Can't Take A Joke,Drake,0.128,0.761,163974,0.598,0,10,0.0839,-7.249,0,0.182,173.897,0.447
Sa ̃o Paulo no Shaking,Metá Metá,0.0169,0.563,234827,0.681,0.778,3,0.108,-9.372,0,0.0557,173.896,0.854
Snow In Space feat. Vokab Kompany - Original Mix,Stephan Jacobs,0.000153,0.497,148965,0.812,0.00557,4,0.152,-6.296,0,0.0544,173.873,0.357
Gonna Know We Were Here,Jason Aldean,0.0339,0.447,224067,0.896,0,9,0.882,-5.57,1,0.173,173.852,0.533
The Dragonborn Comes,Malukah,0.925,0.321,121000,0.147,0.00204,1,0.107,-15.459,0,0.0365,173.809,0.223
For The First Time,The Script,0.0328,0.396,252853,0.629,0,9,0.183,-4.78,1,0.0287,173.794,0.358
Girl Crush,Little Big Town,0.842,0.5,193320,0.225,0,0,0.112,-10.22,1,0.0302,173.788,0.355
Suppertime,Cæcilie Norby,0.867,0.347,228600,0.154,0.000192,7,0.0958,-11.761,1,0.033,173.751,0.0893
Los Dos Amigos,Los Cadetes De Linares,0.748,0.625,178960,0.459,0.0000688,8,0.0697,-4.83,1,0.0352,173.735,0.842
Queen Of Mean,Sarah Jeffery,0.248,0.543,189397,0.787,0,8,0.0778,-6.52,1,0.241,173.702,0.343
New God Flow,Pusha T Kanye West,0.393,0.493,294907,0.914,0,3,0.353,-2.963,0,0.386,173.694,0.519
XO,John Mayer,0.749,0.431,213627,0.377,0,2,0.211,-9.753,1,0.0288,173.67,0.353
Cannibal Holocaust,Necrophagia,0.0000336,0.0752,383587,0.88,0.77,1,0.151,-3.107,1,0.065,173.601,0.0396
Empire State Of Mind,Jay-Z + Alicia Keys,0.0295,0.491,276920,0.956,0,11,0.46,-1.538,1,0.392,173.585,0.811
Empire State Of Mind,Glee Cast,0.0617,0.507,277347,0.884,0,6,0.158,-4.566,1,0.33,173.575,0.719
"It's A Man's, Man's, Man's World",Juliet Simms,0.0437,0.267,212320,0.701,0.00000403,3,0.0991,-4.277,0,0.039,173.445,0.265
Structure Violence (Live),Sepultura,0.0031,0.318,284600,0.991,0.596,1,0.942,-5.198,1,0.122,173.166,0.0687
Pull Up N Wreck,Big Sean & Metro Boomin Featuring 21 Savage,0.00806,0.49,227533,0.44,0.00103,10,0.186,-7.76,1,0.353,173.095,0.091
T-shirt van Metallica - Live @ Graspop Metal Meeting '18,Fleddy Melculy,0.00122,0.264,292813,0.745,0.0308,1,0.927,-5.651,1,0.147,173.038,0.22
Pansy Waltz,Shakey Graves,0.55,0.415,213173,0.467,0,7,0.105,-7.138,1,0.154,172.996,0.227
Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,0.583,0.524,228107,0.679,0.0000579,6,0.163,-8.68,1,0.0435,172.977,0.676
3rd Degree Hip Hop,Blue Daisy,0.0341,0.561,179765,0.87,0.959,0,0.102,-8.791,1,0.316,172.943,0.635
10 Bands,Drake,0.262,0.825,177733,0.757,0.00000172,11,0.0762,-3.687,0,0.384,172.938,0.89
"Winterfell - From The ""Game Of Thrones: Season 2"" Soundtrack",Ramin Djawadi,0.928,0.0806,163733,0.157,0.858,0,0.105,-19.48,0,0.0441,172.835,0.0326
I Will Always Love You (Instrumental Piano),Tim O'Neill,0.993,0.302,290920,0.0717,0.918,4,0.0817,-18.865,1,0.0607,172.716,0.182
Metal Brigade,Mystic Prophecy,0.0000509,0.232,271000,0.823,0.00000152,8,0.0665,-7.617,1,0.0595,172.59,0.296
Emotionless,Drake,0.0249,0.413,302173,0.677,0,1,0.0793,-5.12,1,0.255,172.501,0.0845
Butting In,Illingsworth,0.565,0.601,121678,0.777,0.00257,7,0.199,-6.595,0,0.91,172.319,0.583
Hip Hop,G Sidhu,0.0275,0.564,177656,0.893,0,0,0.406,-2.925,1,0.0799,172.293,0.387
Paper Planes,This Century,0.0551,0.558,203387,0.756,0,2,0.199,-5.286,1,0.04,172.284,0.65
The Wolf I Feed,Napalm Death,0.00000793,0.328,170890,0.995,0.236,6,0.214,-3.674,1,0.235,172.243,0.0381
That world,Tim Hecker,0.337,0.178,550835,0.246,0.875,8,0.23,-18.625,0,0.0391,172.211,0.0381
No BS,Chris Brown,0.12,0.426,247933,0.612,0,1,0.119,-6.359,0,0.0567,172.171,0.106
I Think Delhi,The Landers,0.136,0.663,190116,0.707,0,0,0.386,-4.374,1,0.31,172.128,0.698
Made In America,Toby Keith,0.0507,0.497,193133,0.701,0,9,0.103,-5.996,1,0.0306,172.126,0.376
Too Drunk to Fuck,Frau Doktor,0.0659,0.553,193747,0.891,0.000349,7,0.162,-8.329,1,0.032,172.109,0.931
Energy,Drake,0.38,0.748,181933,0.571,0,11,0.534,-7.916,1,0.478,172.105,0.553
Merely Avoiding,Greensky Bluegrass,0.567,0.505,207842,0.703,0.00333,9,0.309,-8.015,1,0.0315,172.089,0.665
Love Someone,Lukas Graham,0.161,0.55,205463,0.415,0,9,0.108,-6.557,0,0.052,172.065,0.274
"Sick, Sick, Sick",Bayside,0.000552,0.388,214107,0.891,0.0246,6,0.336,-3.338,0,0.0816,172.065,0.533
